#1 observer-frame phase [day]
#2 Johnson U mag (Vega)
#3 Johnson B mag (Vega)
#4 Johnson V mag (Vega)
#5 Johnson R mag (Vega)
#6 Johnson I mag (Vega)
#7 SC B mag (Vega)
#8 SC V mag (Vega)
#9 SC R mag (Vega)
#10 SC i mag (Vega)
#11 SC z mag (Vega)
#12 Johnson U mag (AB)
#13 Johnson B mag (AB)
#14 Johnson V mag (AB)
#15 Johnson R mag (AB)
#16 Johnson I mag (AB)
#17 SC B mag (AB)
#18 SC V mag (AB)
#19 SC R mag (AB)
#20 SC i mag (AB)
#21 SC z mag (AB)
-30.60 55.193 55.592 55.014 54.446 53.745 55.591 55.023 54.436 53.908 53.422 55.906 55.475 55.019 54.644 54.184 55.475 55.024 54.642 54.292 53.937
-28.80 27.195 27.937 27.853 27.743 27.600 27.933 27.857 27.740 27.634 27.593 27.907 27.820 27.858 27.940 28.040 27.817 27.857 27.946 28.018 28.108
-27.00 27.530 28.575 28.670 28.245 27.535 28.579 28.687 28.255 27.649 27.438 28.242 28.458 28.675 28.443 27.975 28.463 28.688 28.462 28.033 27.954
-25.20 28.549 29.799 29.684 28.511 27.304 29.816 29.732 28.539 27.503 27.021 29.261 29.682 29.689 28.709 27.744 29.700 29.733 28.746 27.886 27.536
-23.40 35.001 33.739 30.403 28.320 26.887 34.193 30.546 28.351 27.135 26.476 35.713 33.622 30.408 28.518 27.327 34.077 30.547 28.558 27.519 26.991
-21.60 34.495 33.230 29.888 27.791 26.331 33.684 30.033 27.828 26.589 25.894 35.207 33.113 29.893 27.989 26.771 33.568 30.034 28.035 26.973 26.409
-19.80 33.451 32.271 29.044 27.121 25.836 32.703 29.164 27.114 26.053 25.478 34.163 32.154 29.049 27.319 26.276 32.587 29.164 27.321 26.437 25.994
-18.00 32.713 31.574 28.407 26.586 25.420 31.995 28.512 26.552 25.612 25.111 33.425 31.457 28.412 26.784 25.860 31.879 28.513 26.759 25.996 25.626
-16.20 32.860 31.136 27.842 26.235 25.161 31.774 27.945 26.210 25.295 24.930 33.572 31.019 27.848 26.433 25.601 31.658 27.946 26.416 25.679 25.446
-14.40 32.893 30.625 27.298 25.892 24.953 31.401 27.391 25.857 25.041 24.751 33.605 30.507 27.303 26.089 25.392 31.285 27.391 26.063 25.425 25.267
-12.60 33.360 30.372 26.998 25.677 24.789 31.266 27.091 25.648 24.843 24.638 34.072 30.255 27.004 25.875 25.229 31.150 27.092 25.855 25.227 25.153
-10.80 33.245 30.258 26.880 25.544 24.641 31.153 26.974 25.518 24.697 24.488 33.957 30.140 26.885 25.742 25.080 31.037 26.975 25.725 25.081 25.003
-9.00 33.071 30.101 26.731 25.410 24.529 30.992 26.824 25.382 24.577 24.403 33.783 29.984 26.736 25.608 24.969 30.877 26.825 25.588 24.961 24.918
-7.20 33.012 30.049 26.676 25.339 24.444 30.941 26.770 25.314 24.492 24.332 33.724 29.932 26.681 25.537 24.884 30.825 26.771 25.520 24.876 24.847
-5.40 30.440 29.312 26.688 25.282 24.419 29.675 26.790 25.250 24.416 24.320 31.152 29.195 26.693 25.480 24.859 29.559 26.791 25.457 24.800 24.835
-3.60 29.753 28.917 26.772 25.262 24.399 29.138 26.887 25.230 24.353 24.312 30.465 28.800 26.777 25.460 24.839 29.022 26.888 25.437 24.737 24.827
-1.80 29.289 28.593 26.846 25.249 24.405 28.743 26.974 25.212 24.317 24.307 30.001 28.476 26.851 25.446 24.845 28.627 26.975 25.419 24.701 24.823
 0.00 29.398 28.693 26.919 25.270 24.381 28.845 27.052 25.242 24.301 24.292 30.110 28.576 26.924 25.467 24.821 28.729 27.053 25.448 24.685 24.807
 1.80 29.518 28.803 27.004 25.317 24.393 28.956 27.142 25.295 24.322 24.283 30.230 28.685 27.010 25.515 24.833 28.840 27.143 25.502 24.706 24.799
 3.60 29.739 29.005 27.160 25.395 24.405 29.162 27.307 25.386 24.349 24.274 30.451 28.888 27.165 25.593 24.844 29.046 27.308 25.593 24.733 24.790
 5.40 29.955 29.199 27.306 25.481 24.446 29.359 27.461 25.480 24.402 24.290 30.667 29.081 27.311 25.679 24.886 29.243 27.462 25.687 24.786 24.806
 7.20 30.315 29.513 27.528 25.591 24.482 29.681 27.698 25.606 24.454 24.301 31.027 29.396 27.533 25.788 24.922 29.565 27.699 25.812 24.838 24.816
 9.00 30.863 29.957 27.825 25.748 24.512 30.138 28.016 25.790 24.528 24.293 31.575 29.839 27.830 25.945 24.952 30.022 28.016 25.997 24.912 24.809
10.80 31.387 30.342 28.068 25.884 24.540 30.538 28.275 25.950 24.599 24.276 32.099 30.225 28.074 26.082 24.980 30.422 28.276 26.157 24.983 24.791
12.60 31.721 30.587 28.255 26.022 24.588 30.788 28.466 26.109 24.687 24.284 32.433 30.470 28.260 26.220 25.028 30.672 28.467 26.316 25.071 24.799
14.40 32.014 30.861 28.477 26.160 24.672 31.066 28.703 26.267 24.781 24.365 32.727 30.744 28.483 26.358 25.112 30.950 28.703 26.474 25.165 24.880
16.20 31.637 30.767 28.577 26.283 24.772 30.947 28.792 26.400 24.888 24.452 32.349 30.650 28.582 26.481 25.212 30.832 28.793 26.607 25.272 24.968
18.00 32.473 31.292 28.840 26.429 24.884 31.504 29.083 26.556 25.006 24.553 33.186 31.175 28.846 26.627 25.324 31.389 29.083 26.763 25.390 25.069
19.80 32.135 31.178 28.935 26.598 24.979 31.348 29.147 26.749 25.145 24.607 32.848 31.061 28.940 26.796 25.419 31.232 29.147 26.956 25.529 25.123
21.60 31.774 30.953 28.915 26.739 25.087 31.094 29.087 26.896 25.294 24.671 32.486 30.836 28.920 26.937 25.527 30.978 29.088 27.103 25.678 25.186
23.40 31.414 30.670 28.802 26.851 25.203 30.793 28.934 26.996 25.455 24.724 32.126 30.553 28.807 27.049 25.643 30.677 28.935 27.203 25.839 25.240
25.20 31.415 30.677 28.837 26.957 25.341 30.798 28.962 27.083 25.598 24.824 32.127 30.560 28.843 27.154 25.781 30.683 28.963 27.290 25.982 25.340
27.00 31.466 30.730 28.898 27.041 25.437 30.851 29.021 27.161 25.696 24.909 32.178 30.612 28.904 27.238 25.877 30.735 29.022 27.368 26.080 25.425
28.80 31.515 30.779 28.954 27.114 25.518 30.899 29.074 27.230 25.780 24.972 32.227 30.662 28.959 27.312 25.957 30.783 29.075 27.437 26.164 25.487
30.60 30.960 30.484 28.904 27.201 25.645 30.588 29.009 27.302 25.912 25.063 31.672 30.367 28.910 27.399 26.084 30.472 29.009 27.509 26.296 25.578
32.40 31.441 30.703 28.920 27.288 25.789 30.822 29.020 27.371 26.058 25.157 32.153 30.586 28.925 27.485 26.229 30.706 29.021 27.577 26.442 25.673
34.20 31.420 30.674 28.895 27.367 25.921 30.794 28.985 27.442 26.186 25.261 32.132 30.557 28.900 27.564 26.360 30.678 28.986 27.649 26.570 25.777
36.00 31.507 30.747 28.936 27.428 25.986 30.869 29.025 27.518 26.238 25.355 32.219 30.630 28.941 27.626 26.425 30.754 29.025 27.725 26.622 25.871
37.80 31.044 30.541 28.943 27.495 26.052 30.647 29.024 27.590 26.305 25.424 31.756 30.424 28.948 27.693 26.492 30.531 29.025 27.797 26.689 25.939
39.60 31.678 30.915 29.091 27.554 26.094 31.038 29.182 27.651 26.343 25.482 32.390 30.798 29.096 27.752 26.533 30.922 29.183 27.857 26.727 25.997
41.40 31.772 31.009 29.172 27.600 26.139 31.133 29.267 27.704 26.372 25.592 32.484 30.892 29.178 27.798 26.579 31.017 29.268 27.911 26.756 26.107
43.20 31.866 31.103 29.252 27.645 26.175 31.228 29.350 27.757 26.397 25.677 32.578 30.986 29.258 27.843 26.615 31.112 29.351 27.964 26.781 26.192
45.00 31.906 31.148 29.301 27.698 26.243 31.272 29.399 27.808 26.456 25.775 32.618 31.030 29.307 27.896 26.683 31.156 29.400 28.015 26.840 26.290
46.80 31.928 31.176 29.338 27.746 26.317 31.299 29.435 27.852 26.517 25.891 32.640 31.058 29.343 27.944 26.756 31.183 29.436 28.059 26.901 26.406
48.60 31.944 31.197 29.368 27.787 26.383 31.320 29.464 27.889 26.571 25.997 32.656 31.080 29.373 27.984 26.823 31.204 29.464 28.096 26.955 26.513
50.40 31.943 31.201 29.382 27.822 26.440 31.323 29.476 27.919 26.624 26.059 32.655 31.083 29.387 28.020 26.879 31.207 29.476 28.125 27.008 26.575
52.20 31.399 30.915 29.324 27.857 26.494 31.021 29.408 27.951 26.683 26.093 32.111 30.798 29.329 28.055 26.934 30.905 29.408 28.157 27.067 26.608
54.00 31.404 30.921 29.337 27.891 26.542 31.026 29.419 27.980 26.733 26.124 32.116 30.803 29.342 28.089 26.982 30.910 29.420 28.187 27.117 26.639
55.80 31.414 30.931 29.354 27.926 26.587 31.036 29.435 28.010 26.780 26.155 32.126 30.814 29.359 28.123 27.027 30.920 29.435 28.217 27.164 26.670
57.60 31.973 31.235 29.446 27.962 26.628 31.355 29.533 28.040 26.821 26.188 32.685 31.117 29.451 28.160 27.067 31.239 29.534 28.247 27.204 26.703
59.40 32.007 31.269 29.480 27.999 26.667 31.389 29.568 28.076 26.859 26.228 32.719 31.152 29.486 28.197 27.107 31.273 29.568 28.283 27.243 26.743
61.20 31.507 31.024 29.450 28.032 26.706 31.129 29.530 28.113 26.896 26.277 32.219 30.907 29.455 28.230 27.145 31.013 29.531 28.320 27.280 26.793
63.00 32.094 31.356 29.562 28.067 26.735 31.476 29.650 28.146 26.920 26.325 32.806 31.238 29.567 28.265 27.174 31.360 29.651 28.353 27.304 26.840
64.80 32.139 31.399 29.602 28.098 26.764 31.520 29.691 28.179 26.947 26.369 32.851 31.282 29.607 28.296 27.203 31.404 29.692 28.386 27.330 26.884
66.60 31.629 31.146 29.564 28.124 26.795 31.251 29.646 28.209 26.976 26.408 32.341 31.029 29.569 28.322 27.234 31.135 29.647 28.416 27.360 26.923
68.40 31.663 31.180 29.595 28.150 26.820 31.285 29.678 28.236 26.999 26.444 32.375 31.063 29.601 28.347 27.259 31.169 29.678 28.443 27.383 26.960
70.20 31.694 31.211 29.625 28.173 26.843 31.316 29.707 28.260 27.019 26.479 32.406 31.094 29.630 28.371 27.282 31.201 29.708 28.467 27.403 26.995
72.00 31.726 31.243 29.654 28.197 26.865 31.349 29.738 28.285 27.040 26.514 32.438 31.126 29.660 28.394 27.305 31.233 29.738 28.492 27.424 27.030
73.80 31.765 31.282 29.689 28.221 26.887 31.387 29.773 28.312 27.059 26.549 32.477 31.164 29.694 28.419 27.326 31.271 29.774 28.519 27.442 27.065
75.60 31.814 31.330 29.731 28.251 26.909 31.436 29.817 28.344 27.079 26.584 32.526 31.212 29.736 28.449 27.348 31.320 29.817 28.551 27.463 27.100
77.40 31.867 31.381 29.776 28.281 26.928 31.487 29.863 28.378 27.099 26.612 32.579 31.264 29.781 28.479 27.368 31.371 29.863 28.585 27.482 27.128
79.20 32.463 31.717 29.887 28.313 26.945 31.839 29.983 28.410 27.115 26.632 33.176 31.599 29.893 28.510 27.385 31.724 29.984 28.617 27.499 27.148
81.00 31.965 31.474 29.858 28.343 26.970 31.581 29.946 28.446 27.144 26.647 32.677 31.356 29.863 28.541 27.410 31.465 29.947 28.653 27.528 27.162
82.80 32.013 31.518 29.898 28.377 26.993 31.625 29.987 28.481 27.171 26.660 32.725 31.401 29.903 28.574 27.433 31.509 29.987 28.688 27.555 27.175
84.60 32.061 31.564 29.939 28.410 27.016 31.671 30.028 28.517 27.198 26.672 32.773 31.446 29.944 28.608 27.456 31.555 30.029 28.724 27.582 27.187
